queue_order,bucket,raw_path,filename,extension,bytes,sha256,source_page_status,matched_source_pages,review_states,suggested_source_type,suggested_evidence_tier,ingest_priority,next_action
74,studies,raw/studies/FM_10375490_Arsenic_in_brown_rice_do_the_benefits_outweigh_the_risks.pdf,FM_10375490_Arsenic_in_brown_rice_do_the_benefits_outweigh_the_risks.pdf,pdf,206960,9e49927df6a067f6e6b0ad08c71b3702c711bd875b96f767b951fa9a21db0ccc,matched_by_raw_path,wiki/sources/su-2023-arsenic-brown-rice.md,,peer-reviewed,A,P1-study-product-relevant,"audit source page completeness, extract routeable claims/values if missing"
75,studies,raw/studies/FM_10447601_Characterisation_of_a_low_methane_emission_rice_cultivar_sui.pdf,FM_10447601_Characterisation_of_a_low_methane_emission_rice_cultivar_sui.pdf,pdf,6711429,f7e44abeb831f735c9c4947a048153bac723723c5eae2ce3f4b607fdc5f4e701,no_source_page,,,peer-reviewed,A,P1-study-product-relevant,"create source page, classify evidence fitness, then route claims/values"
76,studies,raw/studies/FM_10472142_Biochar_applications_for_treating_potentially_toxic_elements.pdf,FM_10472142_Biochar_applications_for_treating_potentially_toxic_elements.pdf,pdf,1312309,56274c8af42b3c1ffd0ab97b1e98e92948e50055ef44ff7c3abfdec2c9f48e6f,no_source_page,,,peer-reviewed,A,P2-study-background,"create source page, classify evidence fitness, then route claims/values"
77,studies,raw/studies/FM_10541318_Trace_elements_concentrations_in_soil_contaminate_corn_in_th.pdf,FM_10541318_Trace_elements_concentrations_in_soil_contaminate_corn_in_th.pdf,pdf,3121835,f4bd90c72ead8d760639a9d1b2b86232438926bcc19c0183720ae22470efee7d,no_source_page,,,peer-reviewed,A,P2-study-background,"create source page, classify evidence fitness, then route claims/values"
78,studies,raw/studies/FM_10564144_Open_acid_dissolution-Ammonia_solution_extraction-ICP_OES_ra.pdf,FM_10564144_Open_acid_dissolution-Ammonia_solution_extraction-ICP_OES_ra.pdf,pdf,638022,6db90f998f53bab5ab87357c2e872500953126df4ef33d180df8ccab32e5a2ae,no_source_page,,,peer-reviewed,A,P2-study-background,"create source page, classify evidence fitness, then route claims/values"
79,studies,raw/studies/FM_10567932_Burden_of_diabetes_attributable_to_dietary_cadmium_exposure.pdf,FM_10567932_Burden_of_diabetes_attributable_to_dietary_cadmium_exposure.pdf,pdf,984513,2f30c11cfdd15847a96228baa61085ee73232856a872bc8a167e6abdd083ca6d,no_source_page,,,peer-reviewed,A,P2-study-background,"create source page, classify evidence fitness, then route claims/values"
80,studies,raw/studies/FM_10600467_Expression_in_A_thaliana_and_cellular_localization_reveal_in.pdf,FM_10600467_Expression_in_A_thaliana_and_cellular_localization_reveal_in.pdf,pdf,6647639,6610fe93cfcdee5677970b1962b7fcdd9fdb07dc8164d9a0fcbb84b1feacdca4,no_source_page,,,peer-reviewed,A,P2-study-background,"create source page, classify evidence fitness, then route claims/values"
81,studies,raw/studies/FM_10628404_Potential_Toxic_elements_in_shellfish_from_three_rivers_in_N.pdf,FM_10628404_Potential_Toxic_elements_in_shellfish_from_three_rivers_in_N.pdf,pdf,1651236,0f9b307f5981fa50d01092e5d5c935f6f63bcaff75c7b8d8a6c64de41d299c24,no_source_page,,,peer-reviewed,A,P2-study-background,"create source page, classify evidence fitness, then route claims/values"
82,studies,raw/studies/FM_10635372_Altered_cord_blood_mitochondrial_DNA_content_and_prenatal_ex.pdf,FM_10635372_Altered_cord_blood_mitochondrial_DNA_content_and_prenatal_ex.pdf,pdf,730451,5423e340794fc4c29e9d8a6990177e17aabbb43375f817c25f0cdf450abbdaad,no_source_page,,,peer-reviewed,A,P2-study-background,"create source page, classify evidence fitness, then route claims/values"
83,studies,raw/studies/FM_10635416_Integrative_analysis_of_microbiota_and_metabolomics_in_chrom.pdf,FM_10635416_Integrative_analysis_of_microbiota_and_metabolomics_in_chrom.pdf,pdf,4567917,f74f49f7d9cdebb0b2de72991eef7e59d8836530b3ea0d3a0421d37a7dac0e1e,no_source_page,,,peer-reviewed,A,P2-study-background,"create source page, classify evidence fitness, then route claims/values"
84,studies,raw/studies/FM_10676413_The_effects_of_active_and_passive_smoking_on_selected_trace.pdf,FM_10676413_The_effects_of_active_and_passive_smoking_on_selected_trace.pdf,pdf,997350,c357da52cad08be6ef6204b66bdcfc39e61be448aa2e2d8a13ee93cb8ae3a62c,no_source_page,,,peer-reviewed,A,P2-study-background,"create source page, classify evidence fitness, then route claims/values"
85,studies,raw/studies/FM_10690935_Advancing_food_safety_risk_assessment_in_China_development_o.pdf,FM_10690935_Advancing_food_safety_risk_assessment_in_China_development_o.pdf,pdf,730392,804ed3a15509244fad8afd47aa07675eed1e08a16d38265a140550dd290bfd91,no_source_page,,,peer-reviewed,A,P2-study-background,"create source page, classify evidence fitness, then route claims/values"
86,studies,raw/studies/FM_10697903_Arsenic_uptake_and_accumulation_in_bean_and_lettuce_plants_a.pdf,FM_10697903_Arsenic_uptake_and_accumulation_in_bean_and_lettuce_plants_a.pdf,pdf,794567,74d8dd08ee1d551ad645bf40747076aafdfc76a05f3bbb12e2a53de4db5d20ba,no_source_page,,,peer-reviewed,A,P2-study-background,"create source page, classify evidence fitness, then route claims/values"
87,studies,raw/studies/FM_10724093_Potentially_toxic_element_bioaccumulation_in_consumed_indoor.pdf,FM_10724093_Potentially_toxic_element_bioaccumulation_in_consumed_indoor.pdf,pdf,1771455,c0760589d310b215708d65acbee96bfa7ca3c505cea679d0585e40371950ab56,no_source_page,,,peer-reviewed,A,P2-study-background,"create source page, classify evidence fitness, then route claims/values"
88,studies,raw/studies/FM_10733137_Biomonitoring_of_inorganic_arsenic_species_in_pregnancy.pdf,FM_10733137_Biomonitoring_of_inorganic_arsenic_species_in_pregnancy.pdf,pdf,789750,fd55f989a4207a526ce46b7a8e008abac032b4db9066605869083e41894fe058,no_source_page,,,peer-reviewed,A,P2-study-background,"create source page, classify evidence fitness, then route claims/values"
89,studies,raw/studies/FM_10765857_Factors_associated_with_blood_mercury_concentrations_and_the.pdf,FM_10765857_Factors_associated_with_blood_mercury_concentrations_and_the.pdf,pdf,1136975,16c6f28a3d9414721623ef22173097e9f20f3bc937d532338a8efb758924ef22,no_source_page,,,peer-reviewed,A,P2-study-background,"create source page, classify evidence fitness, then route claims/values"
90,studies,raw/studies/FM_10796695_Concentrations_and_health_risks_of_selected_elements_in_leaf.pdf,FM_10796695_Concentrations_and_health_risks_of_selected_elements_in_leaf.pdf,pdf,1578035,b2e9ff8b518dcf905edf3dbf9ebe42aa48859f8f0f75e4a242260e332a3a0277,no_source_page,,,peer-reviewed,A,P2-study-background,"create source page, classify evidence fitness, then route claims/values"
91,studies,raw/studies/FM_10859351_Toxicity_Evaluation_Oxidative_and_Immune_Responses_of_Mercur.pdf,FM_10859351_Toxicity_Evaluation_Oxidative_and_Immune_Responses_of_Mercur.pdf,pdf,2100152,ecaeb90db59655450943305bcc94df8fb3dc4d0d3460ad021e514717ac7cac54,no_source_page,,,peer-reviewed,A,P2-study-background,"create source page, classify evidence fitness, then route claims/values"
92,studies,raw/studies/FM_10877143_A_scoping_review_of_dietary_assessment_questionnaires_potent.pdf,FM_10877143_A_scoping_review_of_dietary_assessment_questionnaires_potent.pdf,pdf,823623,a24a4516070b9159ce3d01f0a92bd88975103d144d3272e199b70a1172f2d01e,no_source_page,,,peer-reviewed,A,P2-study-background,"create source page, classify evidence fitness, then route claims/values"
93,studies,raw/studies/FM_10881592_Elucidating_the_link_between_thyroid_cancer_and_mercury_expo.pdf,FM_10881592_Elucidating_the_link_between_thyroid_cancer_and_mercury_expo.pdf,pdf,1654798,4a0eeae39c58d15a31324ad7f6c72b70832a7360327f857efc3e5eaaeeff0eb6,no_source_page,,,peer-reviewed,A,P2-study-background,"create source page, classify evidence fitness, then route claims/values"
94,studies,raw/studies/FM_10883532_Chemical_characterization_of_baby_food_consumed_in_Italy.pdf,FM_10883532_Chemical_characterization_of_baby_food_consumed_in_Italy.pdf,pdf,792125,1ffb3e4aa1afc3d7dccb06c16412d07609ad8b3b759ee8352263d6711a16fea6,matched_by_raw_path,wiki/sources/meli2024-chemical-characterization-baby-food-italy.md,machine_extracted,peer-reviewed,A,P1-study-product-relevant,"audit source page completeness, extract routeable claims/values if missing"
95,studies,raw/studies/FM_10925796_Southeast_Asias_environmental_challenges_emergence_of_new_co.pdf,FM_10925796_Southeast_Asias_environmental_challenges_emergence_of_new_co.pdf,pdf,2019453,c8df526e70537e85d9fc01222068257560ef8610ce6d5c371ecc269ef5a9722b,no_source_page,,,peer-reviewed,A,P2-study-background,"create source page, classify evidence fitness, then route claims/values"
96,studies,raw/studies/FM_10954923_Rare_earth_contamination_of_edible_vegetation_Ce_La_and_summ.pdf,FM_10954923_Rare_earth_contamination_of_edible_vegetation_Ce_La_and_summ.pdf,pdf,3300043,52585ce05a737435da2821a940c412738e43541758c381f76678f5f1bba817b4,no_source_page,,,peer-reviewed,A,P2-study-background,"create source page, classify evidence fitness, then route claims/values"
97,studies,raw/studies/FM_10954997_Lead_Cadmium_and_Arsenic_in_Raw_Milk_Produced_in_the_Vicinit.pdf,FM_10954997_Lead_Cadmium_and_Arsenic_in_Raw_Milk_Produced_in_the_Vicinit.pdf,pdf,1291071,631edb8c1bf7f5dfb886a6cdf222121f268299f9b140f0c9192c86c9c56116d1,no_source_page,,,peer-reviewed,A,P1-study-product-relevant,"create source page, classify evidence fitness, then route claims/values"
98,studies,raw/studies/FM_10955032_Levels_of_Essential_and_Trace_Elements_in_Mozzarella_Availab.pdf,FM_10955032_Levels_of_Essential_and_Trace_Elements_in_Mozzarella_Availab.pdf,pdf,571893,3c4c9d4068f23389eed91ceaea899840c5058ea556c5a66236b6c117531bcf4d,no_source_page,,,peer-reviewed,A,P2-study-background,"create source page, classify evidence fitness, then route claims/values"
99,studies,raw/studies/FM_10999444_Essential_and_non-essential_element_concentrations_in_human.pdf,FM_10999444_Essential_and_non-essential_element_concentrations_in_human.pdf,pdf,1056741,7964802d1ddaf1408ede2be0b4d28e79acdcfb5c656c319aa435eb13885f0626,no_source_page,,,peer-reviewed,A,P2-study-background,"create source page, classify evidence fitness, then route claims/values"
100,studies,raw/studies/FM_11009757_Nanoparticles_as_a_younger_member_of_the_trace_element_speci.pdf,FM_11009757_Nanoparticles_as_a_younger_member_of_the_trace_element_speci.pdf,pdf,1968057,2b4ef12ccfc19aa99a9b2d3f1a3831a046f741f281daf2b0bb7886db2d73a9c9,no_source_page,,,peer-reviewed,A,P2-study-background,"create source page, classify evidence fitness, then route claims/values"
101,studies,raw/studies/FM_11011959_Possible_Risk_Factors_and_Their_Potential_Associations_with.pdf,FM_11011959_Possible_Risk_Factors_and_Their_Potential_Associations_with.pdf,pdf,613320,a8ed26ddfe173463a65288e2f675deec8673b88f880e201f3d1b303e16d21ed0,no_source_page,,,peer-reviewed,A,P2-study-background,"create source page, classify evidence fitness, then route claims/values"
102,studies,raw/studies/FM_11024290_Effects_of_wollastonite_and_phosphate_treatments_on_cadmium.pdf,FM_11024290_Effects_of_wollastonite_and_phosphate_treatments_on_cadmium.pdf,pdf,2475497,5435c2dfa48a136fb64b7dbe285b4cbe4123f98020cf9214d429656f82ef0bb5,no_source_page,,,peer-reviewed,A,P2-study-background,"create source page, classify evidence fitness, then route claims/values"
103,studies,raw/studies/FM_11045606_Inorganic_arsenic_in_seaweed_a_fast_HPLC-ICP-MS_method_witho.pdf,FM_11045606_Inorganic_arsenic_in_seaweed_a_fast_HPLC-ICP-MS_method_witho.pdf,pdf,926920,f41f2f52a95b29fd7a22e14bb5b099d8f1b09b98bbe5db78a526ead9932f5989,no_source_page,,,peer-reviewed,A,P2-study-background,"create source page, classify evidence fitness, then route claims/values"
104,studies,raw/studies/FM_11062242_Association_between_urinary_arsenic_species_and_vitamin_D_de.pdf,FM_11062242_Association_between_urinary_arsenic_species_and_vitamin_D_de.pdf,pdf,1459773,e77f6430fea0aeb86d0703b28412d3b67b5004b3380667365a752ede273545d7,no_source_page,,,peer-reviewed,A,P2-study-background,"create source page, classify evidence fitness, then route claims/values"
105,studies,raw/studies/FM_11074271_Assessment_of_macro_trace_and_toxic_element_intake_from_rice.pdf,FM_11074271_Assessment_of_macro_trace_and_toxic_element_intake_from_rice.pdf,pdf,1515428,ceb0674d4401e88de83cc83230b8e5ab70e3fa8151c301c202c259099812c079,no_source_page,,,peer-reviewed,A,P1-study-product-relevant,"create source page, classify evidence fitness, then route claims/values"
106,studies,raw/studies/FM_11111292_Dietary_intake_of_methylmercury_by_0-5_years_children_using.pdf,FM_11111292_Dietary_intake_of_methylmercury_by_0-5_years_children_using.pdf,pdf,326153,0d9e67ee89d299d74e26748e959829e7702045a32c4a1007efcf6924e4f10fd3,no_source_page,,,peer-reviewed,A,P1-study-product-relevant,"create source page, classify evidence fitness, then route claims/values"
107,studies,raw/studies/FM_11165998_Novel_foods_food_enzymes_and_food_additives_derived_from_foo.pdf,FM_11165998_Novel_foods_food_enzymes_and_food_additives_derived_from_foo.pdf,pdf,1000261,f018fa09cfc89147c71ee42159cb16484c20829674bd1684edad7b887630010a,no_source_page,,,peer-reviewed,A,P2-study-background,"create source page, classify evidence fitness, then route claims/values"
108,studies,raw/studies/FM_11176391_Exposure_to_iodine_essential_and_non-essential_trace_element.pdf,FM_11176391_Exposure_to_iodine_essential_and_non-essential_trace_element.pdf,pdf,1987389,883a1fa88e23bbe0248168c1c283035d87eccb26d64c7f9b437bf481d82b818b,no_source_page,,,peer-reviewed,A,P2-study-background,"create source page, classify evidence fitness, then route claims/values"
109,studies,raw/studies/FM_11184684_Aquatic_assessment_of_the_chelating_ability_of_Silica-stabil.pdf,FM_11184684_Aquatic_assessment_of_the_chelating_ability_of_Silica-stabil.pdf,pdf,4452821,6b83c745b94f33ea503fd313f12f57b44e6fbeaeaf92c30dadb5dd3e09a95288,no_source_page,,,peer-reviewed,A,P2-study-background,"create source page, classify evidence fitness, then route claims/values"
110,studies,raw/studies/FM_11199415_Determination_of_pesticide_residues_in_urine_by_chromatograp.pdf,FM_11199415_Determination_of_pesticide_residues_in_urine_by_chromatograp.pdf,pdf,3251746,32fafb1c4f32237b41c9003dbbf866c161356db5952c81bb119a010d44a8b9e8,no_source_page,,,peer-reviewed,A,P2-study-background,"create source page, classify evidence fitness, then route claims/values"
111,studies,raw/studies/FM_11213816_Global_mercury_concentrations_in_biota_their_use_as_a_basis.pdf,FM_11213816_Global_mercury_concentrations_in_biota_their_use_as_a_basis.pdf,pdf,6097801,78e88787a3e7edbc8c480a4d1fcdf2bbf3a74db9d10841cafb7635c48f3048de,no_source_page,,,peer-reviewed,A,P2-study-background,"create source page, classify evidence fitness, then route claims/values"
112,studies,raw/studies/FM_11231346_Unlocking_CdII_biosorption_potential_of_Candida_tropicalis_X.pdf,FM_11231346_Unlocking_CdII_biosorption_potential_of_Candida_tropicalis_X.pdf,pdf,7248235,f9fa3c4e85afe6c837182a913f9e88c2006e017410d9154950f0cd20d01c7f4b,no_source_page,,,peer-reviewed,A,P2-study-background,"create source page, classify evidence fitness, then route claims/values"
113,studies,raw/studies/FM_11247339_Update_of_the_scientific_opinion_on_tetrabromobisphenol_A_TB.pdf,FM_11247339_Update_of_the_scientific_opinion_on_tetrabromobisphenol_A_TB.pdf,pdf,2125603,74d831edd812dad70435a913962eb38b04aed8d68e8a7f83870de128d49f157f,no_source_page,,,peer-reviewed,A,P2-study-background,"create source page, classify evidence fitness, then route claims/values"
114,studies,raw/studies/FM_11254821_A_novel_bioaccessibility-based_probabilistic_risks_assessmen.pdf,FM_11254821_A_novel_bioaccessibility-based_probabilistic_risks_assessmen.pdf,pdf,2582886,5486847bea00de18c789863ec522c1f6b02f59bba322640ab35c1fb2e49777f1,no_source_page,,,peer-reviewed,A,P2-study-background,"create source page, classify evidence fitness, then route claims/values"
115,studies,raw/studies/FM_11255567_Effects_of_the_medicinal_plant_Tamarindus_indica_as_a_potent.pdf,FM_11255567_Effects_of_the_medicinal_plant_Tamarindus_indica_as_a_potent.pdf,pdf,1085427,e4b72d3c5b41e2e53a000bf9fa7e481161174fd5e02580b9c90d9f06eeedd80e,no_source_page,,,peer-reviewed,A,P2-study-background,"create source page, classify evidence fitness, then route claims/values"
116,studies,raw/studies/FM_11267976_Copper_toxicity_and_deficiency_the_vicious_cycle_at_the_core.pdf,FM_11267976_Copper_toxicity_and_deficiency_the_vicious_cycle_at_the_core.pdf,pdf,9681390,9e021e3ed0cb1ceab2a8b18d3e0be56f97ab0f4aae22d4e9f4bc2838a648a20e,no_source_page,,,peer-reviewed,A,P2-study-background,"create source page, classify evidence fitness, then route claims/values"
117,studies,raw/studies/FM_11291500_Pollution_of_four_heavy_metal_elements_in_dried_chili_pepper.pdf,FM_11291500_Pollution_of_four_heavy_metal_elements_in_dried_chili_pepper.pdf,pdf,1628464,1d667188699635be920238b75962bd5bd60df1e217d9a3e8225d0f9665da8ae5,no_source_page,,,peer-reviewed,A,P2-study-background,"create source page, classify evidence fitness, then route claims/values"
118,studies,raw/studies/FM_11322374_Unintended_food_safety_impacts_of_agricultural_circular_econ.pdf,FM_11322374_Unintended_food_safety_impacts_of_agricultural_circular_econ.pdf,pdf,987095,4898e28ec2166312d62ae1367d52fd4533427959428ce7e3b61f49d1775a19b2,no_source_page,,,peer-reviewed,A,P2-study-background,"create source page, classify evidence fitness, then route claims/values"
119,studies,raw/studies/FM_11341763_Risk_assessment_of_As_Cd_Cr_and_Pb_via_the_consumption_of_se.pdf,FM_11341763_Risk_assessment_of_As_Cd_Cr_and_Pb_via_the_consumption_of_se.pdf,pdf,1103051,d7fbccc91937654a412ddb845128188d738dd92c0a11b15676c2707bd4a872d6,no_source_page,,,peer-reviewed,A,P2-study-background,"create source page, classify evidence fitness, then route claims/values"
120,studies,raw/studies/FM_11343411_Impact_of_source_packaging_and_presence_of_food_safety_manag.pdf,FM_11343411_Impact_of_source_packaging_and_presence_of_food_safety_manag.pdf,pdf,1263971,066c3853a643a5d478d993813f4b4ac0f45378720c6760f958ce543c334e71b1,no_source_page,,,peer-reviewed,A,P2-study-background,"create source page, classify evidence fitness, then route claims/values"
121,studies,raw/studies/FM_11348589_Occupational_environmental_and_toxicological_health_risks_of.pdf,FM_11348589_Occupational_environmental_and_toxicological_health_risks_of.pdf,pdf,1732509,2a12c07e4756aaed2c7e8f4390e77e3b7e94641c84b19a8559de148a4a9b3e23,no_source_page,,,peer-reviewed,A,P2-study-background,"create source page, classify evidence fitness, then route claims/values"
122,studies,raw/studies/FM_11405437_Food_contamination_and_cardiovascular_disease_a_narrative_re.pdf,FM_11405437_Food_contamination_and_cardiovascular_disease_a_narrative_re.pdf,pdf,1350540,897c97b5e2ccb0c4a050897ee00c73f8c1922452177e3fbfb08b895a1b666db6,no_source_page,,,peer-reviewed,A,P2-study-background,"create source page, classify evidence fitness, then route claims/values"
123,studies,raw/studies/FM_11431805_Unveiling_the_Nutritional_Profile_and_Safety_of_Coffee_Pulp.pdf,FM_11431805_Unveiling_the_Nutritional_Profile_and_Safety_of_Coffee_Pulp.pdf,pdf,6355824,53cb42207a62579701a413f382c102c70a4a042b280aa0a31f2924c7989b66f4,no_source_page,,,peer-reviewed,A,P2-study-background,"create source page, classify evidence fitness, then route claims/values"
124,studies,raw/studies/FM_11438829_Heavy_metal_contamination_in_eggs_on_poultry_farms_and_ecolo.pdf,FM_11438829_Heavy_metal_contamination_in_eggs_on_poultry_farms_and_ecolo.pdf,pdf,1155728,907b2ae043bfc80e4e43686d7ef38f884197955fce395cec5a3545e71533a3b3,no_source_page,,,peer-reviewed,A,P2-study-background,"create source page, classify evidence fitness, then route claims/values"
125,studies,raw/studies/FM_11445017_Contextualizing_toxic_elements_in_the_diet_a_case_for_integr.pdf,FM_11445017_Contextualizing_toxic_elements_in_the_diet_a_case_for_integr.pdf,pdf,1791050,5d91f2eabda134e2589cc8d9d4c8c01c9942faab56be147fa7506762659ef339,no_source_page,,,peer-reviewed,A,P2-study-background,"create source page, classify evidence fitness, then route claims/values"
126,studies,raw/studies/FM_11464276_Association_between_food_consumption_and_serum_aryl_hydrocar.pdf,FM_11464276_Association_between_food_consumption_and_serum_aryl_hydrocar.pdf,pdf,829724,819e6db6919991789a87c48b04ce66d1ec5749c9fd995be059a12288e3f350a6,no_source_page,,,peer-reviewed,A,P2-study-background,"create source page, classify evidence fitness, then route claims/values"
127,studies,raw/studies/FM_11502587_Foraging_Activity_of_Honey_Bees_Apis_mellifera_L_1758_and_Ex.pdf,FM_11502587_Foraging_Activity_of_Honey_Bees_Apis_mellifera_L_1758_and_Ex.pdf,pdf,1055001,563c94353c799b1a140b78c3899723681d0ae78ecdaa5adf898f7531d1cfd307,no_source_page,,,peer-reviewed,A,P2-study-background,"create source page, classify evidence fitness, then route claims/values"
128,studies,raw/studies/FM_11541880_Machine_learning_model_for_age-related_macular_degeneration.pdf,FM_11541880_Machine_learning_model_for_age-related_macular_degeneration.pdf,pdf,4169618,4ae37cd6a42fd8caac9e5908ea23aeec8ae2a9af3e1aeab7e93c116bb0c392c1,no_source_page,,,peer-reviewed,A,P2-study-background,"create source page, classify evidence fitness, then route claims/values"
129,studies,raw/studies/FM_11543862_Marine_and_terrestrial_contributions_to_atmospheric_depositi.pdf,FM_11543862_Marine_and_terrestrial_contributions_to_atmospheric_depositi.pdf,pdf,1694994,bad7753ea510f587f26d9247cf9c88c8fd20bd8183618025d2648d4328c40f8a,no_source_page,,,peer-reviewed,A,P2-study-background,"create source page, classify evidence fitness, then route claims/values"
130,studies,raw/studies/FM_11551441_Assessing_the_feasibility_of_using_toenails_as_biomarkers_fo.pdf,FM_11551441_Assessing_the_feasibility_of_using_toenails_as_biomarkers_fo.pdf,pdf,795865,e4914675edef7d29f75d6b599c1d2e51cc7c22ddbafb08dc9f58b09252369922,no_source_page,,,peer-reviewed,A,P2-study-background,"create source page, classify evidence fitness, then route claims/values"
131,studies,raw/studies/FM_11569018_Chemical_analysis_of_toxic_elements_total_cadmium_lead_mercu.pdf,FM_11569018_Chemical_analysis_of_toxic_elements_total_cadmium_lead_mercu.pdf,pdf,1489991,55ae2551dd3e7db877c342d02b32e840fe0525e1e15a0a7f000674c1983e2687,no_source_page,,,peer-reviewed,A,P2-study-background,"create source page, classify evidence fitness, then route claims/values"
132,studies,raw/studies/FM_11588791_Toxic_Metals_and_Metalloids_in_Food_Current_Status_Health_Ri.pdf,FM_11588791_Toxic_Metals_and_Metalloids_in_Food_Current_Status_Health_Ri.pdf,pdf,2748196,945c42aad7a79609a0f3b8be6d0b0af4ac4549a1e65ba9aa5e121d61c008155b,no_source_page,,,peer-reviewed,A,P2-study-background,"create source page, classify evidence fitness, then route claims/values"
133,studies,raw/studies/FM_11614607_Engineering_rice_Nramp5_modifies_cadmium_and_manganese_uptak.pdf,FM_11614607_Engineering_rice_Nramp5_modifies_cadmium_and_manganese_uptak.pdf,pdf,2667434,df58277da14d34617f200b8f9cc59006e8cd0b5c01655bb67f6bc9a547672fb1,matched_by_raw_path,wiki/sources/inoue-2024-rice-nramp5-cadmium.md,,peer-reviewed,A,P1-study-product-relevant,"audit source page completeness, extract routeable claims/values if missing"
134,studies,raw/studies/FM_11653729_Growth_substrate_limitation_enhances_anaerobic_arsenic_methy.pdf,FM_11653729_Growth_substrate_limitation_enhances_anaerobic_arsenic_methy.pdf,pdf,1725581,1592617736cb1a701753d1ad406a5a765223f33c7d8cd46417ca02dfd9bcb947,no_source_page,,,peer-reviewed,A,P2-study-background,"create source page, classify evidence fitness, then route claims/values"
135,studies,raw/studies/FM_11663350_Dietary_fiber_intake_moderates_the_impact_of_blood_cadmium_o.pdf,FM_11663350_Dietary_fiber_intake_moderates_the_impact_of_blood_cadmium_o.pdf,pdf,1484488,76d15fd54587380e681e92274802bbc64e8fae5b4b3c3749073cd03de740e178,no_source_page,,,peer-reviewed,A,P2-study-background,"create source page, classify evidence fitness, then route claims/values"
136,studies,raw/studies/FM_11675412_Multiresidue_Methods_Analysis_to_Detect_Contamination_of_Sel.pdf,FM_11675412_Multiresidue_Methods_Analysis_to_Detect_Contamination_of_Sel.pdf,pdf,730938,3eceb219d086413f63f9d56912d916cbae1044d1ebef6109d7a4189055372124,no_source_page,,,peer-reviewed,A,P2-study-background,"create source page, classify evidence fitness, then route claims/values"
137,studies,raw/studies/FM_11742024_Probabilistic_assessment_of_the_cumulative_risk_from_dietary.pdf,FM_11742024_Probabilistic_assessment_of_the_cumulative_risk_from_dietary.pdf,pdf,2716079,fec02ea44ea19d0f02a2fbd56fa52ec7a4e714e755c02434b919aecccd66817a,no_source_page,,,peer-reviewed,A,P2-study-background,"create source page, classify evidence fitness, then route claims/values"
138,studies,raw/studies/FM_11751297_The_effect_of_consuming_bread_contaminated_with_heavy_metals.pdf,FM_11751297_The_effect_of_consuming_bread_contaminated_with_heavy_metals.pdf,pdf,2070683,97cad22586f16dd21888f52ef0f08c77df6931478096189397721af594b9bfa5,no_source_page,,,peer-reviewed,A,P2-study-background,"create source page, classify evidence fitness, then route claims/values"
139,studies,raw/studies/FM_11870952_Presence_of_Nematodes_Mercury_Concentrations_and_Liver_Patho.pdf,FM_11870952_Presence_of_Nematodes_Mercury_Concentrations_and_Liver_Patho.pdf,pdf,3806353,070b11011841d598b97721d5f133adf33fb2fc7f91b6894d7a9c5e39eb928fad,no_source_page,,,peer-reviewed,A,P2-study-background,"create source page, classify evidence fitness, then route claims/values"
140,studies,raw/studies/FM_11876284_Assessing_trace_elements_in_soils_and_rice_insights_from_the.pdf,FM_11876284_Assessing_trace_elements_in_soils_and_rice_insights_from_the.pdf,pdf,2254803,c944124a97e296ba1f68961d2e652e651e0d66dbccfce795a49622216f9243bb,no_source_page,,,peer-reviewed,A,P1-study-product-relevant,"create source page, classify evidence fitness, then route claims/values"
141,studies,raw/studies/FM_11894152_Assessment_of_organophosphate_pesticides_in_soils_and_vegeta.pdf,FM_11894152_Assessment_of_organophosphate_pesticides_in_soils_and_vegeta.pdf,pdf,3004342,9fb1184c9ab339ab2c8b7c84d6e3f5de417191f6f41e7fabb068d0ed04ef531b,no_source_page,,,peer-reviewed,A,P2-study-background,"create source page, classify evidence fitness, then route claims/values"
142,studies,raw/studies/FM_11920342_Levels_of_Rare_Earth_Elements_in_Food_and_Human_Dietary_Expo.pdf,FM_11920342_Levels_of_Rare_Earth_Elements_in_Food_and_Human_Dietary_Expo.pdf,pdf,775334,5865ef1c2032d6913b2bb6d191166930840f24e9bc1e6758d7b6b189372413a5,no_source_page,,,peer-reviewed,A,P2-study-background,"create source page, classify evidence fitness, then route claims/values"
143,studies,raw/studies/FM_11962726_Mycotoxins_and_neuropsychiatric_symptoms_possible_role_in_sp.pdf,FM_11962726_Mycotoxins_and_neuropsychiatric_symptoms_possible_role_in_sp.pdf,pdf,576325,3bc406ee1a34b7ae3c5d975ccf8581be83916d4be9b37a2758c66eec273684b2,no_source_page,,,peer-reviewed,A,P2-study-background,"create source page, classify evidence fitness, then route claims/values"
144,studies,raw/studies/FM_11968677_Tailoring_the_synergistic_effect_of_integrated_polypyrrole_h.pdf,FM_11968677_Tailoring_the_synergistic_effect_of_integrated_polypyrrole_h.pdf,pdf,3509431,0f3c3688c5aea6c2209b613358d96de8774e498bbdc7078e0aa508692e9ac54d,no_source_page,,,peer-reviewed,A,P2-study-background,"create source page, classify evidence fitness, then route claims/values"
145,studies,raw/studies/FM_11996992_Environmental_pollution_effect_on_honey_bees_and_their_deriv.pdf,FM_11996992_Environmental_pollution_effect_on_honey_bees_and_their_deriv.pdf,pdf,2261059,dfb10b771f8139ac53ba062ce3bee4e76e01dfe6e6a0fc1f039f21146294efbd,no_source_page,,,peer-reviewed,A,P2-study-background,"create source page, classify evidence fitness, then route claims/values"
